,0,1,2
0,Best,Mean,Best X
1,18.51387233794859,-5.342490480488859,"[-0.33779759 -0.99572137 -0.99348542  0.68847172  0.25227824 -0.51896091
  0.99762627 -0.3202874  -0.41739271 -0.01643012 -0.98723467  0.20371178
 -0.68239311  0.60999041  0.00700926  0.93317806 -0.26366115  0.36902669
  0.19873587 -0.47050637 -0.89342107 -0.1386529   0.88381367 -0.26747645
 -0.43947255  0.07723085 -0.7575906   0.80146743 -0.00656573  0.74328086
 -0.72064758  0.53389834  0.68933657 -0.23180475  0.60329919 -0.34649156
 -0.14814353  0.66814571 -0.67453825 -0.90101709 -0.52793713  0.28859785
  0.16075353  0.86648088  0.41418873 -0.53996135  0.18693902  0.9266512
  0.72505961  0.72330133 -0.78635606  0.19798699  0.43409888  0.49882024
  0.69189049  0.42609085 -0.87302753  0.60522364  0.60351877  0.27413238
 -0.70932211 -0.35238454  0.52387817 -0.01533145  0.02057157 -0.30920235
 -0.6139833  -0.8775417  -0.37410689  0.37429333  0.28277389 -0.4818899
  0.11907693  0.3122845   0.26145306 -0.74274169  0.79278264 -0.00634857
  0.83986955  0.21437073 -0.74613214 -0.79312658 -0.44165412 -0.52519395
  0.34750963 -0.25382914 -0.72605566  0.88587747 -0.71084578  0.37822544
 -0.65862884  0.23516489 -0.81279207 -0.32774064 -0.28826492 -0.09452489
  0.34745202 -0.35642705  0.01252001 -0.4680863   0.21493877  0.58481267
  0.70593918  0.18041685  0.12268553 -0.62451473  0.99466122  0.18498884
  0.22192193  0.83864474 -0.11172507 -0.70266233 -0.11887283 -0.71000478
  0.93413873  0.44423068 -0.76824937  0.12114619  0.19493353  0.84237428
  0.2298711  -0.15389891  0.35561657 -0.33107636  0.89131683 -0.53858826
  0.73318143 -0.34262127  0.02012259  0.78372479  0.82714909 -0.24248187
 -0.90548588  0.28542234  0.40195277 -0.13145319 -0.04467557 -0.90326338
 -0.14067107  0.82738489  0.34734836  0.16273465 -0.25615838 -0.16878449
  0.28849593  0.3061261   0.8761571   0.59032355  0.5754084   0.29601761
 -0.60499173 -0.13613675 -0.2814215  -0.9700815  -0.02128888  0.58068068
  0.74184543 -0.15711285 -0.94556728 -0.63932044 -0.14906269  0.67480322
  0.81382315 -0.35153832 -0.10927206  0.58766378 -0.70024011  0.04571804
  0.91020385  0.68689935 -0.59973527 -0.17561861  0.90371828 -0.1459647
  0.50451879 -0.01537044  0.95902277  0.93137049  0.62322146 -0.54494903
  0.46208615 -0.20676617 -0.29085021  0.66681431  0.00429049 -0.46994628
  0.44879234 -0.87628264 -0.1578955  -0.22630553  0.45756364  0.38794078
  0.52507278  0.15585805  0.95314026  0.24580559  0.43036209 -0.4464886
  0.23065294 -0.50153614  0.57711313  0.40718304  0.63168837 -0.6078362
  0.21323446  0.97221047 -0.03973119 -0.65952049 -0.00994393 -0.93224875
 -0.04196628 -0.36367753  0.51863568  0.05023059  0.66278981 -0.67750359
  0.03257379  0.88505156  0.65205037 -0.08056715  0.89129178  0.83513189
 -0.79878451  0.93373491  0.72367921  0.44344969  0.71466519  0.53066342
  0.76018415  0.40702386 -0.47421421 -0.84232649 -0.39874031  0.57747049
 -0.83120206 -0.04035598 -0.18618026  0.90972177  0.11485552 -0.46533693
 -0.65823894 -0.09205161 -0.58174814 -0.99965105  0.74054564 -0.14618046
  0.51665724 -0.25526769  0.79253058 -0.28665187 -0.13415128 -0.51785515
 -0.11765451  0.92633661  0.0217803   0.3944955  -0.07936862 -0.08920245
 -0.62807169  0.9857973  -0.37199846  0.52219951 -0.42910862  0.38082036
 -0.20978026]"
2,18.51387233794859,-4.622225437858427,"[-0.33779759 -0.99572137 -0.99348542  0.68847172  0.25227824 -0.51896091
  0.99762627 -0.3202874  -0.41739271 -0.01643012 -0.98723467  0.20371178
 -0.68239311  0.60999041  0.00700926  0.93317806 -0.26366115  0.36902669
  0.19873587 -0.47050637 -0.89342107 -0.1386529   0.88381367 -0.26747645
 -0.43947255  0.07723085 -0.7575906   0.80146743 -0.00656573  0.74328086
 -0.72064758  0.53389834  0.68933657 -0.23180475  0.60329919 -0.34649156
 -0.14814353  0.66814571 -0.67453825 -0.90101709 -0.52793713  0.28859785
  0.16075353  0.86648088  0.41418873 -0.53996135  0.18693902  0.9266512
  0.72505961  0.72330133 -0.78635606  0.19798699  0.43409888  0.49882024
  0.69189049  0.42609085 -0.87302753  0.60522364  0.60351877  0.27413238
 -0.70932211 -0.35238454  0.52387817 -0.01533145  0.02057157 -0.30920235
 -0.6139833  -0.8775417  -0.37410689  0.37429333  0.28277389 -0.4818899
  0.11907693  0.3122845   0.26145306 -0.74274169  0.79278264 -0.00634857
  0.83986955  0.21437073 -0.74613214 -0.79312658 -0.44165412 -0.52519395
  0.34750963 -0.25382914 -0.72605566  0.88587747 -0.71084578  0.37822544
 -0.65862884  0.23516489 -0.81279207 -0.32774064 -0.28826492 -0.09452489
  0.34745202 -0.35642705  0.01252001 -0.4680863   0.21493877  0.58481267
  0.70593918  0.18041685  0.12268553 -0.62451473  0.99466122  0.18498884
  0.22192193  0.83864474 -0.11172507 -0.70266233 -0.11887283 -0.71000478
  0.93413873  0.44423068 -0.76824937  0.12114619  0.19493353  0.84237428
  0.2298711  -0.15389891  0.35561657 -0.33107636  0.89131683 -0.53858826
  0.73318143 -0.34262127  0.02012259  0.78372479  0.82714909 -0.24248187
 -0.90548588  0.28542234  0.40195277 -0.13145319 -0.04467557 -0.90326338
 -0.14067107  0.82738489  0.34734836  0.16273465 -0.25615838 -0.16878449
  0.28849593  0.3061261   0.8761571   0.59032355  0.5754084   0.29601761
 -0.60499173 -0.13613675 -0.2814215  -0.9700815  -0.02128888  0.58068068
  0.74184543 -0.15711285 -0.94556728 -0.63932044 -0.14906269  0.67480322
  0.81382315 -0.35153832 -0.10927206  0.58766378 -0.70024011  0.04571804
  0.91020385  0.68689935 -0.59973527 -0.17561861  0.90371828 -0.1459647
  0.50451879 -0.01537044  0.95902277  0.93137049  0.62322146 -0.54494903
  0.46208615 -0.20676617 -0.29085021  0.66681431  0.00429049 -0.46994628
  0.44879234 -0.87628264 -0.1578955  -0.22630553  0.45756364  0.38794078
  0.52507278  0.15585805  0.95314026  0.24580559  0.43036209 -0.4464886
  0.23065294 -0.50153614  0.57711313  0.40718304  0.63168837 -0.6078362
  0.21323446  0.97221047 -0.03973119 -0.65952049 -0.00994393 -0.93224875
 -0.04196628 -0.36367753  0.51863568  0.05023059  0.66278981 -0.67750359
  0.03257379  0.88505156  0.65205037 -0.08056715  0.89129178  0.83513189
 -0.79878451  0.93373491  0.72367921  0.44344969  0.71466519  0.53066342
  0.76018415  0.40702386 -0.47421421 -0.84232649 -0.39874031  0.57747049
 -0.83120206 -0.04035598 -0.18618026  0.90972177  0.11485552 -0.46533693
 -0.65823894 -0.09205161 -0.58174814 -0.99965105  0.74054564 -0.14618046
  0.51665724 -0.25526769  0.79253058 -0.28665187 -0.13415128 -0.51785515
 -0.11765451  0.92633661  0.0217803   0.3944955  -0.07936862 -0.08920245
 -0.62807169  0.9857973  -0.37199846  0.52219951 -0.42910862  0.38082036
 -0.20978026]"
3,18.51387233794859,-4.406364797596225,"[-0.33779759 -0.99572137 -0.99348542  0.68847172  0.25227824 -0.51896091
  0.99762627 -0.3202874  -0.41739271 -0.01643012 -0.98723467  0.20371178
 -0.68239311  0.60999041  0.00700926  0.93317806 -0.26366115  0.36902669
  0.19873587 -0.47050637 -0.89342107 -0.1386529   0.88381367 -0.26747645
 -0.43947255  0.07723085 -0.7575906   0.80146743 -0.00656573  0.74328086
 -0.72064758  0.53389834  0.68933657 -0.23180475  0.60329919 -0.34649156
 -0.14814353  0.66814571 -0.67453825 -0.90101709 -0.52793713  0.28859785
  0.16075353  0.86648088  0.41418873 -0.53996135  0.18693902  0.9266512
  0.72505961  0.72330133 -0.78635606  0.19798699  0.43409888  0.49882024
  0.69189049  0.42609085 -0.87302753  0.60522364  0.60351877  0.27413238
 -0.70932211 -0.35238454  0.52387817 -0.01533145  0.02057157 -0.30920235
 -0.6139833  -0.8775417  -0.37410689  0.37429333  0.28277389 -0.4818899
  0.11907693  0.3122845   0.26145306 -0.74274169  0.79278264 -0.00634857
  0.83986955  0.21437073 -0.74613214 -0.79312658 -0.44165412 -0.52519395
  0.34750963 -0.25382914 -0.72605566  0.88587747 -0.71084578  0.37822544
 -0.65862884  0.23516489 -0.81279207 -0.32774064 -0.28826492 -0.09452489
  0.34745202 -0.35642705  0.01252001 -0.4680863   0.21493877  0.58481267
  0.70593918  0.18041685  0.12268553 -0.62451473  0.99466122  0.18498884
  0.22192193  0.83864474 -0.11172507 -0.70266233 -0.11887283 -0.71000478
  0.93413873  0.44423068 -0.76824937  0.12114619  0.19493353  0.84237428
  0.2298711  -0.15389891  0.35561657 -0.33107636  0.89131683 -0.53858826
  0.73318143 -0.34262127  0.02012259  0.78372479  0.82714909 -0.24248187
 -0.90548588  0.28542234  0.40195277 -0.13145319 -0.04467557 -0.90326338
 -0.14067107  0.82738489  0.34734836  0.16273465 -0.25615838 -0.16878449
  0.28849593  0.3061261   0.8761571   0.59032355  0.5754084   0.29601761
 -0.60499173 -0.13613675 -0.2814215  -0.9700815  -0.02128888  0.58068068
  0.74184543 -0.15711285 -0.94556728 -0.63932044 -0.14906269  0.67480322
  0.81382315 -0.35153832 -0.10927206  0.58766378 -0.70024011  0.04571804
  0.91020385  0.68689935 -0.59973527 -0.17561861  0.90371828 -0.1459647
  0.50451879 -0.01537044  0.95902277  0.93137049  0.62322146 -0.54494903
  0.46208615 -0.20676617 -0.29085021  0.66681431  0.00429049 -0.46994628
  0.44879234 -0.87628264 -0.1578955  -0.22630553  0.45756364  0.38794078
  0.52507278  0.15585805  0.95314026  0.24580559  0.43036209 -0.4464886
  0.23065294 -0.50153614  0.57711313  0.40718304  0.63168837 -0.6078362
  0.21323446  0.97221047 -0.03973119 -0.65952049 -0.00994393 -0.93224875
 -0.04196628 -0.36367753  0.51863568  0.05023059  0.66278981 -0.67750359
  0.03257379  0.88505156  0.65205037 -0.08056715  0.89129178  0.83513189
 -0.79878451  0.93373491  0.72367921  0.44344969  0.71466519  0.53066342
  0.76018415  0.40702386 -0.47421421 -0.84232649 -0.39874031  0.57747049
 -0.83120206 -0.04035598 -0.18618026  0.90972177  0.11485552 -0.46533693
 -0.65823894 -0.09205161 -0.58174814 -0.99965105  0.74054564 -0.14618046
  0.51665724 -0.25526769  0.79253058 -0.28665187 -0.13415128 -0.51785515
 -0.11765451  0.92633661  0.0217803   0.3944955  -0.07936862 -0.08920245
 -0.62807169  0.9857973  -0.37199846  0.52219951 -0.42910862  0.38082036
 -0.20978026]"
4,18.51387233794859,-4.125413286331613,"[-0.33779759 -0.99572137 -0.99348542  0.68847172  0.25227824 -0.51896091
  0.99762627 -0.3202874  -0.41739271 -0.01643012 -0.98723467  0.20371178
 -0.68239311  0.60999041  0.00700926  0.93317806 -0.26366115  0.36902669
  0.19873587 -0.47050637 -0.89342107 -0.1386529   0.88381367 -0.26747645
 -0.43947255  0.07723085 -0.7575906   0.80146743 -0.00656573  0.74328086
 -0.72064758  0.53389834  0.68933657 -0.23180475  0.60329919 -0.34649156
 -0.14814353  0.66814571 -0.67453825 -0.90101709 -0.52793713  0.28859785
  0.16075353  0.86648088  0.41418873 -0.53996135  0.18693902  0.9266512
  0.72505961  0.72330133 -0.78635606  0.19798699  0.43409888  0.49882024
  0.69189049  0.42609085 -0.87302753  0.60522364  0.60351877  0.27413238
 -0.70932211 -0.35238454  0.52387817 -0.01533145  0.02057157 -0.30920235
 -0.6139833  -0.8775417  -0.37410689  0.37429333  0.28277389 -0.4818899
  0.11907693  0.3122845   0.26145306 -0.74274169  0.79278264 -0.00634857
  0.83986955  0.21437073 -0.74613214 -0.79312658 -0.44165412 -0.52519395
  0.34750963 -0.25382914 -0.72605566  0.88587747 -0.71084578  0.37822544
 -0.65862884  0.23516489 -0.81279207 -0.32774064 -0.28826492 -0.09452489
  0.34745202 -0.35642705  0.01252001 -0.4680863   0.21493877  0.58481267
  0.70593918  0.18041685  0.12268553 -0.62451473  0.99466122  0.18498884
  0.22192193  0.83864474 -0.11172507 -0.70266233 -0.11887283 -0.71000478
  0.93413873  0.44423068 -0.76824937  0.12114619  0.19493353  0.84237428
  0.2298711  -0.15389891  0.35561657 -0.33107636  0.89131683 -0.53858826
  0.73318143 -0.34262127  0.02012259  0.78372479  0.82714909 -0.24248187
 -0.90548588  0.28542234  0.40195277 -0.13145319 -0.04467557 -0.90326338
 -0.14067107  0.82738489  0.34734836  0.16273465 -0.25615838 -0.16878449
  0.28849593  0.3061261   0.8761571   0.59032355  0.5754084   0.29601761
 -0.60499173 -0.13613675 -0.2814215  -0.9700815  -0.02128888  0.58068068
  0.74184543 -0.15711285 -0.94556728 -0.63932044 -0.14906269  0.67480322
  0.81382315 -0.35153832 -0.10927206  0.58766378 -0.70024011  0.04571804
  0.91020385  0.68689935 -0.59973527 -0.17561861  0.90371828 -0.1459647
  0.50451879 -0.01537044  0.95902277  0.93137049  0.62322146 -0.54494903
  0.46208615 -0.20676617 -0.29085021  0.66681431  0.00429049 -0.46994628
  0.44879234 -0.87628264 -0.1578955  -0.22630553  0.45756364  0.38794078
  0.52507278  0.15585805  0.95314026  0.24580559  0.43036209 -0.4464886
  0.23065294 -0.50153614  0.57711313  0.40718304  0.63168837 -0.6078362
  0.21323446  0.97221047 -0.03973119 -0.65952049 -0.00994393 -0.93224875
 -0.04196628 -0.36367753  0.51863568  0.05023059  0.66278981 -0.67750359
  0.03257379  0.88505156  0.65205037 -0.08056715  0.89129178  0.83513189
 -0.79878451  0.93373491  0.72367921  0.44344969  0.71466519  0.53066342
  0.76018415  0.40702386 -0.47421421 -0.84232649 -0.39874031  0.57747049
 -0.83120206 -0.04035598 -0.18618026  0.90972177  0.11485552 -0.46533693
 -0.65823894 -0.09205161 -0.58174814 -0.99965105  0.74054564 -0.14618046
  0.51665724 -0.25526769  0.79253058 -0.28665187 -0.13415128 -0.51785515
 -0.11765451  0.92633661  0.0217803   0.3944955  -0.07936862 -0.08920245
 -0.62807169  0.9857973  -0.37199846  0.52219951 -0.42910862  0.38082036
 -0.20978026]"
5,18.51387233794859,-3.8919095190883293,"[-0.33779759 -0.99572137 -0.99348542  0.68847172  0.25227824 -0.51896091
  0.99762627 -0.3202874  -0.41739271 -0.01643012 -0.98723467  0.20371178
 -0.68239311  0.60999041  0.00700926  0.93317806 -0.26366115  0.36902669
  0.19873587 -0.47050637 -0.89342107 -0.1386529   0.88381367 -0.26747645
 -0.43947255  0.07723085 -0.7575906   0.80146743 -0.00656573  0.74328086
 -0.72064758  0.53389834  0.68933657 -0.23180475  0.60329919 -0.34649156
 -0.14814353  0.66814571 -0.67453825 -0.90101709 -0.52793713  0.28859785
  0.16075353  0.86648088  0.41418873 -0.53996135  0.18693902  0.9266512
  0.72505961  0.72330133 -0.78635606  0.19798699  0.43409888  0.49882024
  0.69189049  0.42609085 -0.87302753  0.60522364  0.60351877  0.27413238
 -0.70932211 -0.35238454  0.52387817 -0.01533145  0.02057157 -0.30920235
 -0.6139833  -0.8775417  -0.37410689  0.37429333  0.28277389 -0.4818899
  0.11907693  0.3122845   0.26145306 -0.74274169  0.79278264 -0.00634857
  0.83986955  0.21437073 -0.74613214 -0.79312658 -0.44165412 -0.52519395
  0.34750963 -0.25382914 -0.72605566  0.88587747 -0.71084578  0.37822544
 -0.65862884  0.23516489 -0.81279207 -0.32774064 -0.28826492 -0.09452489
  0.34745202 -0.35642705  0.01252001 -0.4680863   0.21493877  0.58481267
  0.70593918  0.18041685  0.12268553 -0.62451473  0.99466122  0.18498884
  0.22192193  0.83864474 -0.11172507 -0.70266233 -0.11887283 -0.71000478
  0.93413873  0.44423068 -0.76824937  0.12114619  0.19493353  0.84237428
  0.2298711  -0.15389891  0.35561657 -0.33107636  0.89131683 -0.53858826
  0.73318143 -0.34262127  0.02012259  0.78372479  0.82714909 -0.24248187
 -0.90548588  0.28542234  0.40195277 -0.13145319 -0.04467557 -0.90326338
 -0.14067107  0.82738489  0.34734836  0.16273465 -0.25615838 -0.16878449
  0.28849593  0.3061261   0.8761571   0.59032355  0.5754084   0.29601761
 -0.60499173 -0.13613675 -0.2814215  -0.9700815  -0.02128888  0.58068068
  0.74184543 -0.15711285 -0.94556728 -0.63932044 -0.14906269  0.67480322
  0.81382315 -0.35153832 -0.10927206  0.58766378 -0.70024011  0.04571804
  0.91020385  0.68689935 -0.59973527 -0.17561861  0.90371828 -0.1459647
  0.50451879 -0.01537044  0.95902277  0.93137049  0.62322146 -0.54494903
  0.46208615 -0.20676617 -0.29085021  0.66681431  0.00429049 -0.46994628
  0.44879234 -0.87628264 -0.1578955  -0.22630553  0.45756364  0.38794078
  0.52507278  0.15585805  0.95314026  0.24580559  0.43036209 -0.4464886
  0.23065294 -0.50153614  0.57711313  0.40718304  0.63168837 -0.6078362
  0.21323446  0.97221047 -0.03973119 -0.65952049 -0.00994393 -0.93224875
 -0.04196628 -0.36367753  0.51863568  0.05023059  0.66278981 -0.67750359
  0.03257379  0.88505156  0.65205037 -0.08056715  0.89129178  0.83513189
 -0.79878451  0.93373491  0.72367921  0.44344969  0.71466519  0.53066342
  0.76018415  0.40702386 -0.47421421 -0.84232649 -0.39874031  0.57747049
 -0.83120206 -0.04035598 -0.18618026  0.90972177  0.11485552 -0.46533693
 -0.65823894 -0.09205161 -0.58174814 -0.99965105  0.74054564 -0.14618046
  0.51665724 -0.25526769  0.79253058 -0.28665187 -0.13415128 -0.51785515
 -0.11765451  0.92633661  0.0217803   0.3944955  -0.07936862 -0.08920245
 -0.62807169  0.9857973  -0.37199846  0.52219951 -0.42910862  0.38082036
 -0.20978026]"
6,19.43472512037894,-3.6303622519012473,"[-0.          0.29248605 -0.30085901  0.24590675  0.08622305 -0.
 -0.          0.          0.          0.         -0.          0.
 -0.          0.         -0.         -0.          0.          0.
  0.11231916 -0.         -0.         -0.11472947  0.          0.24506563
  0.22393807 -0.          0.          0.20627505 -0.51527931 -0.
  0.          0.          0.05859989  0.12955289  0.         -0.
 -0.13512854 -0.         -0.         -0.         -0.          0.26944811
 -0.          0.         -0.          0.          0.         -0.
 -0.          0.43483764 -0.         -0.59179126  0.42410334 -0.
 -0.         -0.         -0.          0.          0.         -0.
  0.         -0.          0.         -0.         -0.          0.
  0.          0.          0.          0.         -0.          0.
  0.          0.         -0.20301393 -0.          0.          0.
 -0.          0.         -0.         -0.00350213  0.         -0.
  0.          0.12228194 -0.08133398 -0.          0.          0.
 -0.46272008  0.1031605   0.          0.         -0.         -0.06109818
 -0.         -0.          0.          0.         -0.          0.
  0.         -0.          0.         -0.         -0.14438657 -0.
  0.          0.         -0.          0.          0.          0.34016442
  0.         -0.          0.         -0.          0.          0.31419889
  0.18760067  0.         -0.          0.          0.         -0.49517997
  0.14725601 -0.          0.         -0.         -0.         -0.00967665
 -0.73674356 -0.          0.         -0.          0.36641862  0.21189362
 -0.          0.          0.          0.          0.          0.
  0.42454515  0.         -0.27946851 -0.          0.          0.
  0.          0.         -0.         -0.          0.          0.
  0.          0.          0.         -0.          0.         -0.
  0.         -0.          0.27576573 -0.15096962 -0.         -0.
  0.          0.         -0.25244183 -0.34189644 -0.          0.
  0.         -0.41241696  0.         -0.          0.          0.
 -0.          0.          0.27820758  0.          0.         -0.26856672
  0.          0.         -0.06016431 -0.34616134  0.          0.19901491
  0.          0.5329783   0.         -0.          0.         -0.
  0.         -0.          0.55072995 -0.         -0.         -0.07910171
  0.         -0.          0.         -0.          0.38590527  0.28326524
 -0.         -0.          0.48766201 -0.          0.         -0.31313559
 -0.          0.          0.17456892 -0.          0.          0.37904067
 -0.         -0.          0.09989479 -0.          0.          0.
  0.          0.          0.          0.         -0.          0.
 -0.00128123 -0.01591629  0.          0.          0.          0.
 -0.          0.         -0.          0.          0.          0.24423563
 -0.         -0.         -0.          0.25643887  0.07258884 -0.51500484
  0.         -0.          0.         -0.          0.097199   -0.
 -0.15079276 -0.          0.          0.         -0.         -0.
 -0.        ]"
7,19.43472512037894,-3.4196520046810623,"[-0.          0.29248605 -0.30085901  0.24590675  0.08622305 -0.
 -0.          0.          0.          0.         -0.          0.
 -0.          0.         -0.         -0.          0.          0.
  0.11231916 -0.         -0.         -0.11472947  0.          0.24506563
  0.22393807 -0.          0.          0.20627505 -0.51527931 -0.
  0.          0.          0.05859989  0.12955289  0.         -0.
 -0.13512854 -0.         -0.         -0.         -0.          0.26944811
 -0.          0.         -0.          0.          0.         -0.
 -0.          0.43483764 -0.         -0.59179126  0.42410334 -0.
 -0.         -0.         -0.          0.          0.         -0.
  0.         -0.          0.         -0.         -0.          0.
  0.          0.          0.          0.         -0.          0.
  0.          0.         -0.20301393 -0.          0.          0.
 -0.          0.         -0.         -0.00350213  0.         -0.
  0.          0.12228194 -0.08133398 -0.          0.          0.
 -0.46272008  0.1031605   0.          0.         -0.         -0.06109818
 -0.         -0.          0.          0.         -0.          0.
  0.         -0.          0.         -0.         -0.14438657 -0.
  0.          0.         -0.          0.          0.          0.34016442
  0.         -0.          0.         -0.          0.          0.31419889
  0.18760067  0.         -0.          0.          0.         -0.49517997
  0.14725601 -0.          0.         -0.         -0.         -0.00967665
 -0.73674356 -0.          0.         -0.          0.36641862  0.21189362
 -0.          0.          0.          0.          0.          0.
  0.42454515  0.         -0.27946851 -0.          0.          0.
  0.          0.         -0.         -0.          0.          0.
  0.          0.          0.         -0.          0.         -0.
  0.         -0.          0.27576573 -0.15096962 -0.         -0.
  0.          0.         -0.25244183 -0.34189644 -0.          0.
  0.         -0.41241696  0.         -0.          0.          0.
 -0.          0.          0.27820758  0.          0.         -0.26856672
  0.          0.         -0.06016431 -0.34616134  0.          0.19901491
  0.          0.5329783   0.         -0.          0.         -0.
  0.         -0.          0.55072995 -0.         -0.         -0.07910171
  0.         -0.          0.         -0.          0.38590527  0.28326524
 -0.         -0.          0.48766201 -0.          0.         -0.31313559
 -0.          0.          0.17456892 -0.          0.          0.37904067
 -0.         -0.          0.09989479 -0.          0.          0.
  0.          0.          0.          0.         -0.          0.
 -0.00128123 -0.01591629  0.          0.          0.          0.
 -0.          0.         -0.          0.          0.          0.24423563
 -0.         -0.         -0.          0.25643887  0.07258884 -0.51500484
  0.         -0.          0.         -0.          0.097199   -0.
 -0.15079276 -0.          0.          0.         -0.         -0.
 -0.        ]"
8,19.43472512037894,-3.4292527328964213,"[-0.          0.29248605 -0.30085901  0.24590675  0.08622305 -0.
 -0.          0.          0.          0.         -0.          0.
 -0.          0.         -0.         -0.          0.          0.
  0.11231916 -0.         -0.         -0.11472947  0.          0.24506563
  0.22393807 -0.          0.          0.20627505 -0.51527931 -0.
  0.          0.          0.05859989  0.12955289  0.         -0.
 -0.13512854 -0.         -0.         -0.         -0.          0.26944811
 -0.          0.         -0.          0.          0.         -0.
 -0.          0.43483764 -0.         -0.59179126  0.42410334 -0.
 -0.         -0.         -0.          0.          0.         -0.
  0.         -0.          0.         -0.         -0.          0.
  0.          0.          0.          0.         -0.          0.
  0.          0.         -0.20301393 -0.          0.          0.
 -0.          0.         -0.         -0.00350213  0.         -0.
  0.          0.12228194 -0.08133398 -0.          0.          0.
 -0.46272008  0.1031605   0.          0.         -0.         -0.06109818
 -0.         -0.          0.          0.         -0.          0.
  0.         -0.          0.         -0.         -0.14438657 -0.
  0.          0.         -0.          0.          0.          0.34016442
  0.         -0.          0.         -0.          0.          0.31419889
  0.18760067  0.         -0.          0.          0.         -0.49517997
  0.14725601 -0.          0.         -0.         -0.         -0.00967665
 -0.73674356 -0.          0.         -0.          0.36641862  0.21189362
 -0.          0.          0.          0.          0.          0.
  0.42454515  0.         -0.27946851 -0.          0.          0.
  0.          0.         -0.         -0.          0.          0.
  0.          0.          0.         -0.          0.         -0.
  0.         -0.          0.27576573 -0.15096962 -0.         -0.
  0.          0.         -0.25244183 -0.34189644 -0.          0.
  0.         -0.41241696  0.         -0.          0.          0.
 -0.          0.          0.27820758  0.          0.         -0.26856672
  0.          0.         -0.06016431 -0.34616134  0.          0.19901491
  0.          0.5329783   0.         -0.          0.         -0.
  0.         -0.          0.55072995 -0.         -0.         -0.07910171
  0.         -0.          0.         -0.          0.38590527  0.28326524
 -0.         -0.          0.48766201 -0.          0.         -0.31313559
 -0.          0.          0.17456892 -0.          0.          0.37904067
 -0.         -0.          0.09989479 -0.          0.          0.
  0.          0.          0.          0.         -0.          0.
 -0.00128123 -0.01591629  0.          0.          0.          0.
 -0.          0.         -0.          0.          0.          0.24423563
 -0.         -0.         -0.          0.25643887  0.07258884 -0.51500484
  0.         -0.          0.         -0.          0.097199   -0.
 -0.15079276 -0.          0.          0.         -0.         -0.
 -0.        ]"
9,19.43472512037894,-3.3221608540111967,"[-0.          0.29248605 -0.30085901  0.24590675  0.08622305 -0.
 -0.          0.          0.          0.         -0.          0.
 -0.          0.         -0.         -0.          0.          0.
  0.11231916 -0.         -0.         -0.11472947  0.          0.24506563
  0.22393807 -0.          0.          0.20627505 -0.51527931 -0.
  0.          0.          0.05859989  0.12955289  0.         -0.
 -0.13512854 -0.         -0.         -0.         -0.          0.26944811
 -0.          0.         -0.          0.          0.         -0.
 -0.          0.43483764 -0.         -0.59179126  0.42410334 -0.
 -0.         -0.         -0.          0.          0.         -0.
  0.         -0.          0.         -0.         -0.          0.
  0.          0.          0.          0.         -0.          0.
  0.          0.         -0.20301393 -0.          0.          0.
 -0.          0.         -0.         -0.00350213  0.         -0.
  0.          0.12228194 -0.08133398 -0.          0.          0.
 -0.46272008  0.1031605   0.          0.         -0.         -0.06109818
 -0.         -0.          0.          0.         -0.          0.
  0.         -0.          0.         -0.         -0.14438657 -0.
  0.          0.         -0.          0.          0.          0.34016442
  0.         -0.          0.         -0.          0.          0.31419889
  0.18760067  0.         -0.          0.          0.         -0.49517997
  0.14725601 -0.          0.         -0.         -0.         -0.00967665
 -0.73674356 -0.          0.         -0.          0.36641862  0.21189362
 -0.          0.          0.          0.          0.          0.
  0.42454515  0.         -0.27946851 -0.          0.          0.
  0.          0.         -0.         -0.          0.          0.
  0.          0.          0.         -0.          0.         -0.
  0.         -0.          0.27576573 -0.15096962 -0.         -0.
  0.          0.         -0.25244183 -0.34189644 -0.          0.
  0.         -0.41241696  0.         -0.          0.          0.
 -0.          0.          0.27820758  0.          0.         -0.26856672
  0.          0.         -0.06016431 -0.34616134  0.          0.19901491
  0.          0.5329783   0.         -0.          0.         -0.
  0.         -0.          0.55072995 -0.         -0.         -0.07910171
  0.         -0.          0.         -0.          0.38590527  0.28326524
 -0.         -0.          0.48766201 -0.          0.         -0.31313559
 -0.          0.          0.17456892 -0.          0.          0.37904067
 -0.         -0.          0.09989479 -0.          0.          0.
  0.          0.          0.          0.         -0.          0.
 -0.00128123 -0.01591629  0.          0.          0.          0.
 -0.          0.         -0.          0.          0.          0.24423563
 -0.         -0.         -0.          0.25643887  0.07258884 -0.51500484
  0.         -0.          0.         -0.          0.097199   -0.
 -0.15079276 -0.          0.          0.         -0.         -0.
 -0.        ]"
