fitness,player_life,enemy_life,time,group,repetition,enemy,gain
-4.969813299576001,0,100,2856,1729458251-12032-best_individual,4,6,-100
75.88200618758324,0,10.0,2833,1729458251-12032-best_individual,0,7,-10.0
75.88200618758324,0,10.0,2833,1729458251-12032-best_individual,1,7,-10.0
75.88200618758324,0,10.0,2833,1729458251-12032-best_individual,2,7,-10.0
75.88200618758324,0,10.0,2833,1729458251-12032-best_individual,3,7,-10.0
75.88200618758324,0,10.0,2833,1729458251-12032-best_individual,4,7,-10.0
21.416503691218303,0,70.0,2734,1729458251-12032-best_individual,0,8,-70.0
21.416503691218303,0,70.0,2734,1729458251-12032-best_individual,1,8,-70.0
21.416503691218303,0,70.0,2734,1729458251-12032-best_individual,2,8,-70.0
21.416503691218303,0,70.0,2734,1729458251-12032-best_individual,3,8,-70.0
21.416503691218303,0,70.0,2734,1729458251-12032-best_individual,4,8,-70.0
21.269900217026425,0,70.0,2692,1729458254-2560-best_individual,0,1,-70.0
21.269900217026425,0,70.0,2692,1729458254-2560-best_individual,1,1,-70.0
21.269900217026425,0,70.0,2692,1729458254-2560-best_individual,2,1,-70.0
21.269900217026425,0,70.0,2692,1729458254-2560-best_individual,3,1,-70.0
21.269900217026425,0,70.0,2692,1729458254-2560-best_individual,4,1,-70.0
90.84704041507838,64,0,2742,1729458254-2560-best_individual,0,2,64
90.84704041507838,64,0,2742,1729458254-2560-best_individual,1,2,64
90.84704041507838,64,0,2742,1729458254-2560-best_individual,2,2,64
90.84704041507838,64,0,2742,1729458254-2560-best_individual,3,2,64
90.84704041507838,64,0,2742,1729458254-2560-best_individual,4,2,64
85.81003982910273,16,0,2673,1729458254-2560-best_individual,0,3,16
85.81003982910273,16,0,2673,1729458254-2560-best_individual,1,3,16
85.81003982910273,16,0,2673,1729458254-2560-best_individual,2,3,16
85.81003982910273,16,0,2673,1729458254-2560-best_individual,3,3,16
85.81003982910273,16,0,2673,1729458254-2560-best_individual,4,3,16
3.326676732828507,0,90.0,2709,1729458254-2560-best_individual,0,4,-90.0
3.326676732828507,0,90.0,2709,1729458254-2560-best_individual,1,4,-90.0
3.326676732828507,0,90.0,2709,1729458254-2560-best_individual,2,4,-90.0
3.326676732828507,0,90.0,2709,1729458254-2560-best_individual,3,4,-90.0
3.326676732828507,0,90.0,2709,1729458254-2560-best_individual,4,4,-90.0
90.86901301948917,64.60000000000034,0,2732,1729458254-2560-best_individual,0,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458254-2560-best_individual,1,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458254-2560-best_individual,2,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458254-2560-best_individual,3,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458254-2560-best_individual,4,5,64.60000000000034
21.906249799193237,0,70.0,2837,1729458254-2560-best_individual,0,6,-70.0
21.906249799193237,0,70.0,2837,1729458254-2560-best_individual,1,6,-70.0
21.906249799193237,0,70.0,2837,1729458254-2560-best_individual,2,6,-70.0
21.906249799193237,0,70.0,2837,1729458254-2560-best_individual,3,6,-70.0
21.906249799193237,0,70.0,2837,1729458254-2560-best_individual,4,6,-70.0
88.05679627126204,33.40000000000027,0,2803,1729458254-2560-best_individual,0,7,33.40000000000027
88.05679627126204,33.40000000000027,0,2803,1729458254-2560-best_individual,1,7,33.40000000000027
88.05679627126204,33.40000000000027,0,2803,1729458254-2560-best_individual,2,7,33.40000000000027
88.05679627126204,33.40000000000027,0,2803,1729458254-2560-best_individual,3,7,33.40000000000027
88.05679627126204,33.40000000000027,0,2803,1729458254-2560-best_individual,4,7,33.40000000000027
66.04157530697022,0,20.0,2613,1729458254-2560-best_individual,0,8,-20.0
66.04157530697022,0,20.0,2613,1729458254-2560-best_individual,1,8,-20.0
66.04157530697022,0,20.0,2613,1729458254-2560-best_individual,2,8,-20.0
66.04157530697022,0,20.0,2613,1729458254-2560-best_individual,3,8,-20.0
66.04157530697022,0,20.0,2613,1729458254-2560-best_individual,4,8,-20.0
39.269900217026425,0,50.0,2692,1729458255-7224-best_individual,0,1,-50.0
39.269900217026425,0,50.0,2692,1729458255-7224-best_individual,1,1,-50.0
39.269900217026425,0,50.0,2692,1729458255-7224-best_individual,2,1,-50.0
39.269900217026425,0,50.0,2692,1729458255-7224-best_individual,3,1,-50.0
39.269900217026425,0,50.0,2692,1729458255-7224-best_individual,4,1,-50.0
91.49061166337202,70,0,2753,1729458255-7224-best_individual,0,2,70
91.49061166337202,70,0,2753,1729458255-7224-best_individual,1,2,70
91.49061166337202,70,0,2753,1729458255-7224-best_individual,2,2,70
91.49061166337202,70,0,2753,1729458255-7224-best_individual,3,2,70
91.49061166337202,70,0,2753,1729458255-7224-best_individual,4,2,70
91.35974528872259,74,0,2580,1729458255-7224-best_individual,0,3,74
91.35974528872259,74,0,2580,1729458255-7224-best_individual,1,3,74
91.35974528872259,74,0,2580,1729458255-7224-best_individual,2,3,74
91.35974528872259,74,0,2580,1729458255-7224-best_individual,3,3,74
91.35974528872259,74,0,2580,1729458255-7224-best_individual,4,3,74
21.213102618633293,0,70.0,2674,1729458255-7224-best_individual,0,4,-70.0
21.213102618633293,0,70.0,2674,1729458255-7224-best_individual,1,4,-70.0
21.213102618633293,0,70.0,2674,1729458255-7224-best_individual,2,4,-70.0
21.213102618633293,0,70.0,2674,1729458255-7224-best_individual,3,4,-70.0
21.213102618633293,0,70.0,2674,1729458255-7224-best_individual,4,4,-70.0
90.39167900420627,61.600000000000335,0,2680,1729458255-7224-best_individual,0,5,61.600000000000335
90.39167900420627,61.600000000000335,0,2680,1729458255-7224-best_individual,1,5,61.600000000000335
90.39167900420627,61.600000000000335,0,2680,1729458255-7224-best_individual,2,5,61.600000000000335
90.39167900420627,61.600000000000335,0,2680,1729458255-7224-best_individual,3,5,61.600000000000335
90.39167900420627,61.600000000000335,0,2680,1729458255-7224-best_individual,4,5,61.600000000000335
21.906249799193237,0,70.0,2837,1729458255-7224-best_individual,0,6,-70.0
21.906249799193237,0,70.0,2837,1729458255-7224-best_individual,1,6,-70.0
21.906249799193237,0,70.0,2837,1729458255-7224-best_individual,2,6,-70.0
21.906249799193237,0,70.0,2837,1729458255-7224-best_individual,3,6,-70.0
21.906249799193237,0,70.0,2837,1729458255-7224-best_individual,4,6,-70.0
94.08936470590375,91.00000000000009,0,2850,1729458255-7224-best_individual,0,7,91.00000000000009
94.08936470590375,91.00000000000009,0,2850,1729458255-7224-best_individual,1,7,91.00000000000009
94.08936470590375,91.00000000000009,0,2850,1729458255-7224-best_individual,2,7,91.00000000000009
94.08936470590375,91.00000000000009,0,2850,1729458255-7224-best_individual,3,7,91.00000000000009
94.08936470590375,91.00000000000009,0,2850,1729458255-7224-best_individual,4,7,91.00000000000009
21.482547103535293,0,70.0,2751,1729458255-7224-best_individual,0,8,-70.0
21.482547103535293,0,70.0,2751,1729458255-7224-best_individual,1,8,-70.0
21.482547103535293,0,70.0,2751,1729458255-7224-best_individual,2,8,-70.0
21.482547103535293,0,70.0,2751,1729458255-7224-best_individual,3,8,-70.0
21.482547103535293,0,70.0,2751,1729458255-7224-best_individual,4,8,-70.0
21.25699681219052,0,70.0,2688,1729458270-13900-best_individual,0,1,-70.0
21.25699681219052,0,70.0,2688,1729458270-13900-best_individual,1,1,-70.0
21.25699681219052,0,70.0,2688,1729458270-13900-best_individual,2,1,-70.0
21.25699681219052,0,70.0,2688,1729458270-13900-best_individual,3,1,-70.0
21.25699681219052,0,70.0,2688,1729458270-13900-best_individual,4,1,-70.0
90.84704041507838,64,0,2742,1729458270-13900-best_individual,0,2,64
90.84704041507838,64,0,2742,1729458270-13900-best_individual,1,2,64
90.84704041507838,64,0,2742,1729458270-13900-best_individual,2,2,64
90.84704041507838,64,0,2742,1729458270-13900-best_individual,3,2,64
90.84704041507838,64,0,2742,1729458270-13900-best_individual,4,2,64
86.18322890233343,18,0,2725,1729458270-13900-best_individual,0,3,18
86.18322890233343,18,0,2725,1729458270-13900-best_individual,1,3,18
86.18322890233343,18,0,2725,1729458270-13900-best_individual,2,3,18
86.18322890233343,18,0,2725,1729458270-13900-best_individual,3,3,18
86.18322890233343,18,0,2725,1729458270-13900-best_individual,4,3,18
21.55326262833369,0,70.0,2768,1729458270-13900-best_individual,0,4,-70.0
21.55326262833369,0,70.0,2768,1729458270-13900-best_individual,1,4,-70.0
21.55326262833369,0,70.0,2768,1729458270-13900-best_individual,2,4,-70.0
21.55326262833369,0,70.0,2768,1729458270-13900-best_individual,3,4,-70.0
21.55326262833369,0,70.0,2768,1729458270-13900-best_individual,4,4,-70.0
90.58027017401382,61.600000000000335,0,2735,1729458270-13900-best_individual,0,5,61.600000000000335
90.58027017401382,61.600000000000335,0,2735,1729458270-13900-best_individual,1,5,61.600000000000335
90.58027017401382,61.600000000000335,0,2735,1729458270-13900-best_individual,2,5,61.600000000000335
90.58027017401382,61.600000000000335,0,2735,1729458270-13900-best_individual,3,5,61.600000000000335
90.58027017401382,61.600000000000335,0,2735,1729458270-13900-best_individual,4,5,61.600000000000335
21.906249799193237,0,70.0,2837,1729458270-13900-best_individual,0,6,-70.0
21.906249799193237,0,70.0,2837,1729458270-13900-best_individual,1,6,-70.0
21.906249799193237,0,70.0,2837,1729458270-13900-best_individual,2,6,-70.0
21.906249799193237,0,70.0,2837,1729458270-13900-best_individual,3,6,-70.0
21.906249799193237,0,70.0,2837,1729458270-13900-best_individual,4,6,-70.0
75.20394224923463,0,10.0,2671,1729458270-13900-best_individual,0,7,-10.0
75.20394224923463,0,10.0,2671,1729458270-13900-best_individual,1,7,-10.0
75.20394224923463,0,10.0,2671,1729458270-13900-best_individual,2,7,-10.0
75.20394224923463,0,10.0,2671,1729458270-13900-best_individual,3,7,-10.0
75.20394224923463,0,10.0,2671,1729458270-13900-best_individual,4,7,-10.0
48.04935744741228,0,40.0,2616,1729458270-13900-best_individual,0,8,-40.0
48.04935744741228,0,40.0,2616,1729458270-13900-best_individual,1,8,-40.0
48.04935744741228,0,40.0,2616,1729458270-13900-best_individual,2,8,-40.0
48.04935744741228,0,40.0,2616,1729458270-13900-best_individual,3,8,-40.0
48.04935744741228,0,40.0,2616,1729458270-13900-best_individual,4,8,-40.0
21.269900217026425,0,70.0,2692,1729458274-6128-best_individual,0,1,-70.0
21.269900217026425,0,70.0,2692,1729458274-6128-best_individual,1,1,-70.0
21.269900217026425,0,70.0,2692,1729458274-6128-best_individual,2,1,-70.0
21.269900217026425,0,70.0,2692,1729458274-6128-best_individual,3,1,-70.0
21.269900217026425,0,70.0,2692,1729458274-6128-best_individual,4,1,-70.0
91.49061166337202,70,0,2753,1729458274-6128-best_individual,0,2,70
91.49061166337202,70,0,2753,1729458274-6128-best_individual,1,2,70
91.49061166337202,70,0,2753,1729458274-6128-best_individual,2,2,70
91.49061166337202,70,0,2753,1729458274-6128-best_individual,3,2,70
91.49061166337202,70,0,2753,1729458274-6128-best_individual,4,2,70
30.179917069647637,0,60.0,2663,1729458274-6128-best_individual,0,3,-60.0
30.179917069647637,0,60.0,2663,1729458274-6128-best_individual,1,3,-60.0
30.179917069647637,0,60.0,2663,1729458274-6128-best_individual,2,3,-60.0
30.179917069647637,0,60.0,2663,1729458274-6128-best_individual,3,3,-60.0
30.179917069647637,0,60.0,2663,1729458274-6128-best_individual,4,3,-60.0
21.40528862039816,0,70.0,2731,1729458274-6128-best_individual,0,4,-70.0
21.40528862039816,0,70.0,2731,1729458274-6128-best_individual,1,4,-70.0
21.40528862039816,0,70.0,2731,1729458274-6128-best_individual,2,4,-70.0
21.40528862039816,0,70.0,2731,1729458274-6128-best_individual,3,4,-70.0
21.40528862039816,0,70.0,2731,1729458274-6128-best_individual,4,4,-70.0
90.86901301948917,64.60000000000034,0,2732,1729458274-6128-best_individual,0,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458274-6128-best_individual,1,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458274-6128-best_individual,2,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458274-6128-best_individual,3,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458274-6128-best_individual,4,5,64.60000000000034
21.906249799193237,0,70.0,2837,1729458274-6128-best_individual,0,6,-70.0
21.906249799193237,0,70.0,2837,1729458274-6128-best_individual,1,6,-70.0
21.906249799193237,0,70.0,2837,1729458274-6128-best_individual,2,6,-70.0
21.906249799193237,0,70.0,2837,1729458274-6128-best_individual,3,6,-70.0
21.906249799193237,0,70.0,2837,1729458274-6128-best_individual,4,6,-70.0
75.27641489804762,0,10.0,2694,1729458274-6128-best_individual,0,7,-10.0
75.27641489804762,0,10.0,2694,1729458274-6128-best_individual,1,7,-10.0
75.27641489804762,0,10.0,2694,1729458274-6128-best_individual,2,7,-10.0
75.27641489804762,0,10.0,2694,1729458274-6128-best_individual,3,7,-10.0
75.27641489804762,0,10.0,2694,1729458274-6128-best_individual,4,7,-10.0
12.59732261812772,0,80.0,2778,1729458274-6128-best_individual,0,8,-80.0
12.59732261812772,0,80.0,2778,1729458274-6128-best_individual,1,8,-80.0
12.59732261812772,0,80.0,2778,1729458274-6128-best_individual,2,8,-80.0
12.59732261812772,0,80.0,2778,1729458274-6128-best_individual,3,8,-80.0
12.59732261812772,0,80.0,2778,1729458274-6128-best_individual,4,8,-80.0
30.269900217026425,0,60.0,2692,1729458276-14544-best_individual,0,1,-60.0
30.269900217026425,0,60.0,2692,1729458276-14544-best_individual,1,1,-60.0
30.269900217026425,0,60.0,2692,1729458276-14544-best_individual,2,1,-60.0
30.269900217026425,0,60.0,2692,1729458276-14544-best_individual,3,1,-60.0
30.269900217026425,0,60.0,2692,1729458276-14544-best_individual,4,1,-60.0
91.49061166337202,70,0,2753,1729458276-14544-best_individual,0,2,70
91.49061166337202,70,0,2753,1729458276-14544-best_individual,1,2,70
91.49061166337202,70,0,2753,1729458276-14544-best_individual,2,2,70
91.49061166337202,70,0,2753,1729458276-14544-best_individual,3,2,70
91.49061166337202,70,0,2753,1729458276-14544-best_individual,4,2,70
88.79342407327508,50,0,2504,1729458276-14544-best_individual,0,3,50
88.79342407327508,50,0,2504,1729458276-14544-best_individual,1,3,50
88.79342407327508,50,0,2504,1729458276-14544-best_individual,2,3,50
88.79342407327508,50,0,2504,1729458276-14544-best_individual,3,3,50
88.79342407327508,50,0,2504,1729458276-14544-best_individual,4,3,50
21.40528862039816,0,70.0,2731,1729458276-14544-best_individual,0,4,-70.0
21.40528862039816,0,70.0,2731,1729458276-14544-best_individual,1,4,-70.0
21.40528862039816,0,70.0,2731,1729458276-14544-best_individual,2,4,-70.0
21.40528862039816,0,70.0,2731,1729458276-14544-best_individual,3,4,-70.0
21.40528862039816,0,70.0,2731,1729458276-14544-best_individual,4,4,-70.0
90.86901301948917,64.60000000000034,0,2732,1729458276-14544-best_individual,0,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458276-14544-best_individual,1,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458276-14544-best_individual,2,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458276-14544-best_individual,3,5,64.60000000000034
90.86901301948917,64.60000000000034,0,2732,1729458276-14544-best_individual,4,5,64.60000000000034
21.906249799193237,0,70.0,2837,1729458276-14544-best_individual,0,6,-70.0
21.906249799193237,0,70.0,2837,1729458276-14544-best_individual,1,6,-70.0
21.906249799193237,0,70.0,2837,1729458276-14544-best_individual,2,6,-70.0
21.906249799193237,0,70.0,2837,1729458276-14544-best_individual,3,6,-70.0
21.906249799193237,0,70.0,2837,1729458276-14544-best_individual,4,6,-70.0
75.26665872310225,0,10.0,2691,1729458276-14544-best_individual,0,7,-10.0
75.26665872310225,0,10.0,2691,1729458276-14544-best_individual,1,7,-10.0
75.26665872310225,0,10.0,2691,1729458276-14544-best_individual,2,7,-10.0
75.26665872310225,0,10.0,2691,1729458276-14544-best_individual,3,7,-10.0
75.26665872310225,0,10.0,2691,1729458276-14544-best_individual,4,7,-10.0
12.59732261812772,0,80.0,2778,1729458276-14544-best_individual,0,8,-80.0
12.59732261812772,0,80.0,2778,1729458276-14544-best_individual,1,8,-80.0
12.59732261812772,0,80.0,2778,1729458276-14544-best_individual,2,8,-80.0
12.59732261812772,0,80.0,2778,1729458276-14544-best_individual,3,8,-80.0
12.59732261812772,0,80.0,2778,1729458276-14544-best_individual,4,8,-80.0
21.269900217026425,0,70.0,2692,1729458279-20908-best_individual,0,1,-70.0
21.269900217026425,0,70.0,2692,1729458279-20908-best_individual,1,1,-70.0
21.269900217026425,0,70.0,2692,1729458279-20908-best_individual,2,1,-70.0
21.269900217026425,0,70.0,2692,1729458279-20908-best_individual,3,1,-70.0
21.269900217026425,0,70.0,2692,1729458279-20908-best_individual,4,1,-70.0
92.29061166337202,78,0,2753,1729458279-20908-best_individual,0,2,78
92.29061166337202,78,0,2753,1729458279-20908-best_individual,1,2,78
92.29061166337202,78,0,2753,1729458279-20908-best_individual,2,2,78
92.29061166337202,78,0,2753,1729458279-20908-best_individual,3,2,78
92.29061166337202,78,0,2753,1729458279-20908-best_individual,4,2,78
91.99364684039827,80,0,2594,1729458279-20908-best_individual,0,3,80
91.99364684039827,80,0,2594,1729458279-20908-best_individual,1,3,80
91.99364684039827,80,0,2594,1729458279-20908-best_individual,2,3,80
91.99364684039827,80,0,2594,1729458279-20908-best_individual,3,3,80
91.99364684039827,80,0,2594,1729458279-20908-best_individual,4,3,80
21.40528862039816,0,70.0,2731,1729458279-20908-best_individual,0,4,-70.0
21.40528862039816,0,70.0,2731,1729458279-20908-best_individual,1,4,-70.0
21.40528862039816,0,70.0,2731,1729458279-20908-best_individual,2,4,-70.0
21.40528862039816,0,70.0,2731,1729458279-20908-best_individual,3,4,-70.0
21.40528862039816,0,70.0,2731,1729458279-20908-best_individual,4,4,-70.0
91.04901301948917,66.40000000000032,0,2732,1729458279-20908-best_individual,0,5,66.40000000000032
91.04901301948917,66.40000000000032,0,2732,1729458279-20908-best_individual,1,5,66.40000000000032
91.04901301948917,66.40000000000032,0,2732,1729458279-20908-best_individual,2,5,66.40000000000032
91.04901301948917,66.40000000000032,0,2732,1729458279-20908-best_individual,3,5,66.40000000000032
91.04901301948917,66.40000000000032,0,2732,1729458279-20908-best_individual,4,5,66.40000000000032
12.918595635015537,0,80.0,2839,1729458279-20908-best_individual,0,6,-80.0
12.918595635015537,0,80.0,2839,1729458279-20908-best_individual,1,6,-80.0
12.918595635015537,0,80.0,2839,1729458279-20908-best_individual,2,6,-80.0
12.918595635015537,0,80.0,2839,1729458279-20908-best_individual,3,6,-80.0
12.918595635015537,0,80.0,2839,1729458279-20908-best_individual,4,6,-80.0
75.2731522524128,0,10.0,2693,1729458279-20908-best_individual,0,7,-10.0
75.2731522524128,0,10.0,2693,1729458279-20908-best_individual,1,7,-10.0
75.2731522524128,0,10.0,2693,1729458279-20908-best_individual,2,7,-10.0
75.2731522524128,0,10.0,2693,1729458279-20908-best_individual,3,7,-10.0
75.2731522524128,0,10.0,2693,1729458279-20908-best_individual,4,7,-10.0
